date_shiiping,year,month,month_name,quarter
07/16/2017,2017,7,July,Q3
07/17/2017,2017,7,July,Q3
07/18/2017,2017,7,July,Q3
07/19/2017,2017,7,July,Q3
07/20/2017,2017,7,July,Q3
07/21/2017,2017,7,July,Q3
07/22/2017,2017,7,July,Q3
07/23/2017,2017,7,July,Q3
07/24/2017,2017,7,July,Q3
07/25/2017,2017,7,July,Q3
07/26/2017,2017,7,July,Q3
07/27/2017,2017,7,July,Q3
07/28/2017,2017,7,July,Q3
07/29/2017,2017,7,July,Q3
07/30/2017,2017,7,July,Q3
07/31/2017,2017,7,July,Q3
08/01/2017,2017,8,August,Q3
08/02/2017,2017,8,August,Q3
08/03/2017,2017,8,August,Q3
08/04/2017,2017,8,August,Q3
08/05/2017,2017,8,August,Q3
08/06/2017,2017,8,August,Q3
08/07/2017,2017,8,August,Q3
08/08/2017,2017,8,August,Q3
08/09/2017,2017,8,August,Q3
08/10/2017,2017,8,August,Q3
08/11/2017,2017,8,August,Q3
08/12/2017,2017,8,August,Q3
08/13/2017,2017,8,August,Q3
08/14/2017,2017,8,August,Q3
08/15/2017,2017,8,August,Q3
08/16/2017,2017,8,August,Q3
08/17/2017,2017,8,August,Q3
08/18/2017,2017,8,August,Q3
08/19/2017,2017,8,August,Q3
08/20/2017,2017,8,August,Q3
08/21/2017,2017,8,August,Q3
08/22/2017,2017,8,August,Q3
08/23/2017,2017,8,August,Q3
08/24/2017,2017,8,August,Q3
08/25/2017,2017,8,August,Q3
08/26/2017,2017,8,August,Q3
08/27/2017,2017,8,August,Q3
08/28/2017,2017,8,August,Q3
08/29/2017,2017,8,August,Q3
08/30/2017,2017,8,August,Q3
08/31/2017,2017,8,August,Q3
09/01/2017,2017,9,September,Q3
09/02/2017,2017,9,September,Q3
09/03/2017,2017,9,September,Q3
09/04/2017,2017,9,September,Q3
09/05/2017,2017,9,September,Q3
09/06/2017,2017,9,September,Q3
09/07/2017,2017,9,September,Q3
09/08/2017,2017,9,September,Q3
09/09/2017,2017,9,September,Q3
09/10/2017,2017,9,September,Q3
09/11/2017,2017,9,September,Q3
09/12/2017,2017,9,September,Q3
09/13/2017,2017,9,September,Q3
09/14/2017,2017,9,September,Q3
09/15/2017,2017,9,September,Q3
09/16/2017,2017,9,September,Q3
09/17/2017,2017,9,September,Q3
09/18/2017,2017,9,September,Q3
09/19/2017,2017,9,September,Q3
09/20/2017,2017,9,September,Q3
09/21/2017,2017,9,September,Q3
09/22/2017,2017,9,September,Q3
09/23/2017,2017,9,September,Q3
09/24/2017,2017,9,September,Q3
09/25/2017,2017,9,September,Q3
09/26/2017,2017,9,September,Q3
09/27/2017,2017,9,September,Q3
09/28/2017,2017,9,September,Q3
09/29/2017,2017,9,September,Q3
09/30/2017,2017,9,September,Q3
10/01/2017,2017,10,October,Q4
10/02/2017,2017,10,October,Q4
10/03/2017,2017,10,October,Q4
10/04/2017,2017,10,October,Q4
10/05/2017,2017,10,October,Q4
10/06/2017,2017,10,October,Q4
10/07/2017,2017,10,October,Q4
10/08/2017,2017,10,October,Q4
10/09/2017,2017,10,October,Q4
10/10/2017,2017,10,October,Q4
10/11/2017,2017,10,October,Q4
10/12/2017,2017,10,October,Q4
10/13/2017,2017,10,October,Q4
10/14/2017,2017,10,October,Q4
10/15/2017,2017,10,October,Q4
10/16/2017,2017,10,October,Q4
10/17/2017,2017,10,October,Q4
10/18/2017,2017,10,October,Q4
10/19/2017,2017,10,October,Q4
10/20/2017,2017,10,October,Q4
10/21/2017,2017,10,October,Q4
10/22/2017,2017,10,October,Q4
10/23/2017,2017,10,October,Q4
10/24/2017,2017,10,October,Q4
10/25/2017,2017,10,October,Q4
10/26/2017,2017,10,October,Q4
10/27/2017,2017,10,October,Q4
10/28/2017,2017,10,October,Q4
10/29/2017,2017,10,October,Q4
10/30/2017,2017,10,October,Q4
10/31/2017,2017,10,October,Q4
11/01/2017,2017,11,November,Q4
11/02/2017,2017,11,November,Q4
11/03/2017,2017,11,November,Q4
11/04/2017,2017,11,November,Q4
11/05/2017,2017,11,November,Q4
11/06/2017,2017,11,November,Q4
11/07/2017,2017,11,November,Q4
11/08/2017,2017,11,November,Q4
11/09/2017,2017,11,November,Q4
11/10/2017,2017,11,November,Q4
11/11/2017,2017,11,November,Q4
11/12/2017,2017,11,November,Q4
11/13/2017,2017,11,November,Q4
11/14/2017,2017,11,November,Q4
11/15/2017,2017,11,November,Q4
11/16/2017,2017,11,November,Q4
11/17/2017,2017,11,November,Q4
11/18/2017,2017,11,November,Q4
11/19/2017,2017,11,November,Q4
11/20/2017,2017,11,November,Q4
11/21/2017,2017,11,November,Q4
11/22/2017,2017,11,November,Q4
11/23/2017,2017,11,November,Q4
11/24/2017,2017,11,November,Q4
11/25/2017,2017,11,November,Q4
11/26/2017,2017,11,November,Q4
11/27/2017,2017,11,November,Q4
11/28/2017,2017,11,November,Q4
11/29/2017,2017,11,November,Q4
11/30/2017,2017,11,November,Q4
12/01/2017,2017,12,December,Q4
12/02/2017,2017,12,December,Q4
12/03/2017,2017,12,December,Q4
12/04/2017,2017,12,December,Q4
12/05/2017,2017,12,December,Q4
12/06/2017,2017,12,December,Q4
12/07/2017,2017,12,December,Q4
12/08/2017,2017,12,December,Q4
12/09/2017,2017,12,December,Q4
12/10/2017,2017,12,December,Q4
12/11/2017,2017,12,December,Q4
12/12/2017,2017,12,December,Q4
12/13/2017,2017,12,December,Q4
12/14/2017,2017,12,December,Q4
12/15/2017,2017,12,December,Q4
12/16/2017,2017,12,December,Q4
12/17/2017,2017,12,December,Q4
12/18/2017,2017,12,December,Q4
12/19/2017,2017,12,December,Q4
12/20/2017,2017,12,December,Q4
12/21/2017,2017,12,December,Q4
12/22/2017,2017,12,December,Q4
12/23/2017,2017,12,December,Q4
12/24/2017,2017,12,December,Q4
12/25/2017,2017,12,December,Q4
12/26/2017,2017,12,December,Q4
12/27/2017,2017,12,December,Q4
12/28/2017,2017,12,December,Q4
12/29/2017,2017,12,December,Q4
12/30/2017,2017,12,December,Q4
12/31/2017,2017,12,December,Q4
01/01/2018,2018,1,January,Q1
01/02/2018,2018,1,January,Q1
01/03/2018,2018,1,January,Q1
01/04/2018,2018,1,January,Q1
01/05/2018,2018,1,January,Q1
01/06/2018,2018,1,January,Q1
01/07/2018,2018,1,January,Q1
01/08/2018,2018,1,January,Q1
01/09/2018,2018,1,January,Q1
01/10/2018,2018,1,January,Q1
01/11/2018,2018,1,January,Q1
01/12/2018,2018,1,January,Q1
01/13/2018,2018,1,January,Q1
01/14/2018,2018,1,January,Q1
01/15/2018,2018,1,January,Q1
01/16/2018,2018,1,January,Q1
01/17/2018,2018,1,January,Q1
01/18/2018,2018,1,January,Q1
01/19/2018,2018,1,January,Q1
01/20/2018,2018,1,January,Q1
01/21/2018,2018,1,January,Q1
01/22/2018,2018,1,January,Q1
01/23/2018,2018,1,January,Q1
01/24/2018,2018,1,January,Q1
01/25/2018,2018,1,January,Q1
01/26/2018,2018,1,January,Q1
01/27/2018,2018,1,January,Q1
01/28/2018,2018,1,January,Q1
01/29/2018,2018,1,January,Q1
01/30/2018,2018,1,January,Q1
01/31/2018,2018,1,January,Q1
02/01/2018,2018,2,February,Q1
02/02/2018,2018,2,February,Q1
02/03/2018,2018,2,February,Q1
02/04/2018,2018,2,February,Q1
02/05/2018,2018,2,February,Q1
02/06/2018,2018,2,February,Q1
